siteID,year,month,n_nutrient_samples,NO3_mean,NO3_sd,NH4_mean,NH4_sd,TDN_mean,TDN_sd,TN_mean,TN_sd,OrthoP_mean,OrthoP_sd,TDP_mean,TDP_sd,TP_mean,TP_sd
SUGG,2025,4,1,0.0149,NA,0.0283,NA,1.18,NA,1.23,NA,0.0023,NA,0.0198,NA,0.0249,NA
SUGG,2025,5,2,0.010150000000000001,0.010394469683442249,0.02105,0.005161879502661798,1.185,0.021213203435596444,1.2349999999999999,0.007071067811865481,0.0018,4.242640687119284e-4,0.01685,3.535533905932741e-4,0.0298,0.002404163056034262
SUGG,2025,6,1,0.0081,NA,0.0393,NA,1.06,NA,1.26,NA,0.0011,NA,0.0149,NA,0.0293,NA
SUGG,2025,8,1,0.0064,NA,0.0173,NA,1,NA,1.09,NA,0.0025,NA,0.016,NA,0.0319,NA
SUGG,2025,9,1,0.0095,NA,0.0424,NA,1.02,NA,1.0833,NA,0.0026,NA,0.0165,NA,0.0261,NA
SUGG,2025,10,2,0.0179,0.008343860018001262,0.02885,0.02694076836320746,0.9650000000000001,0.04949747468305829,1.05,0.05656854249492385,9e-4,5.65685424949238e-4,0.0118,8.485281374238568e-4,0.02315,0.0028991378028648445
SUGG,2025,12,1,0.075,NA,0.1193,NA,1.09,NA,1.07,NA,0.0032,NA,0.0106,NA,0.0221,NA
TOOK,2017,4,2,0.057,NA,0.046,NA,0.31525000000000003,0.011101576464628789,0.2529,NA,0.020499999999999997,0.002121320343559642,0.013749999999999998,0.01803122292025696,0.017,0.021213203435596427
TOOK,2017,6,5,0.030600000000000002,0.03651438072869373,0.0574,0.020069877926883358,0.18534,0.019066934730050347,0.21972,0.03231945234684524,0.035,0.016777961735562515,0.00636,0.003566931454345598,0.01452,0.007053509764649085
TOOK,2017,7,4,0.057666666666666665,0.05885858759206963,0.07975,0.005737304826019507,0.19525,0.03884203049961901,0.24166666666666664,0.03221836950147126,0.04375,0.0012583057392117896,0.0045000000000000005,0.00460217339960154,0.00765,0.0047
TOOK,2017,8,4,0.0511,0.005448547206977898,0.067625,0.030689235354871044,0.2066,0.04328379219369147,0.231825,0.033439634667063366,0.035500000000000004,5.773502691896222e-4,0.011125000000000001,0.007262403183519902,0.01325,0.007088723439378912
TOOK,2017,9,3,0.03546666666666667,0.012858589865663081,0.0129,0.01180127111797708,0.12246666666666667,0.023898186821040075,0.12583333333333332,0.0022898325994127407,0.023,0.0010000000000000009,0.0024000000000000002,8e-4,0.005666666666666667,0.0020816659994661326
TOOK,2017,11,1,0.6092,NA,0.1213,NA,0.1407,NA,0.1478,NA,0.015,NA,0.004,NA,0.005,NA
TOOK,2017,12,1,0.0104,NA,0.1229,NA,NA,NA,NA,NA,0.008,NA,0.001,NA,0.01,NA
TOOK,2018,1,1,0.0394,NA,0.1205,NA,0.2029,NA,NA,NA,0.035,NA,0.009,NA,NA,NA
TOOK,2018,2,1,0.0297,NA,0.1047,NA,0.1498,NA,0.1317,NA,0.089,NA,0.002,NA,0.003,NA
TOOK,2018,3,3,0.0370333333333333,0,NA,NA,0.2209,0,0.246566666666667,0,0.00433333333333333,0,0.00733333333333333,0,0.00866666666666667,0
TOOK,2018,4,1,0.0776,NA,NA,NA,0.3235,NA,0.3035,NA,0.079,NA,0.004,NA,0.2137,NA
TOOK,2018,5,1,0.0433,NA,0.0322,NA,0.4381,NA,0.472,NA,0.031,NA,0.1275,NA,0.1313,NA
TOOK,2018,6,3,0.0193,0.013926952286842948,0.016733333333333333,0.015196819842760964,0.1197,0.044711407940256145,0.1771,0.09924671279191065,0.011,0.002,5e-4,0,0.03283333333333333,0.030040361737724352
TOOK,2018,7,4,0.01445,0.01383052180264119,0.0104,NA,0.259775,0.024299296971997633,0.3306,0.14008085760255276,0.0125,0.0043588989435406735,5e-4,0,0.0755,0.009469248474227856
TOOK,2018,8,4,0.02315,0.015418711576090482,0.027325,0.01384663015562511,0.18225,0.029826777678231806,0.18855,0.025450933185248822,0.2875,0.553,0.00305,0.002101586702153082,0.009000000000000001,0.005477225575051661
TOOK,2018,9,3,0.0364,0.017349351572897475,0.023466666666666667,0.016753905017437974,0.09783333333333334,0.03440411797057633,0.09233333333333332,0.05024065418894675,0.06666666666666667,0.08862467677421078,0.0025,0.0034641016151377543,0.004666666666666666,0.00404145188432738
TOOK,2018,10,3,0.05773333333333333,0.02186465946072184,0.0154,0.005812916651733448,0.123,0.01291859125446734,0.14523333333333333,0.017990089864515228,0.028,0.019157244060668016,5e-4,0,0.045766666666666664,0.0380008333241961
TOOK,2018,11,3,0.1093,NA,NA,NA,0.26376666666666665,0.040602627172799215,0.26963333333333334,0.018390849173796554,0.009000000000000001,0.0026457513110645908,4.6666666666666666e-4,5.773502691896257e-5,0.030433333333333333,0.017126100937847274
TOOK,2018,12,3,NA,NA,0.0605333333333333,0,0.306966666666667,0,0.279033333333333,0,0.163666666666667,0,0.00966666666666667,0,0.014,0
TOOK,2019,2,1,NA,NA,0.0725,NA,0.2753,NA,0.3122,NA,0.15,NA,0.0198,NA,0.0327,NA
TOOK,2019,3,3,NA,NA,NA,NA,NA,NA,0.257766666666667,0,NA,NA,NA,NA,0.175,0
TOOK,2019,4,3,NA,NA,0.1029,0,0.470333333333333,0,0.502433333333333,0,0.0323333333333333,0,5e-4,0,0.124666666666667,0
TOOK,2019,5,3,0.059399999999999994,0.0076367532368147115,0.04116666666666667,0.022547801075345097,0.2059,0.03937143634667142,0.24280000000000002,0.03589414994118124,0.03133333333333333,0.0089628864398325,0.011466666666666667,0.0099299211141546,0.15213333333333334,0.012153326019379775
TOOK,2019,6,6,0.0121,NA,0.06046666666666667,0.013925324652110152,0.20678333333333332,0.0232629677097886,0.22528333333333334,0.012425041918105012,0.036166666666666666,0.0029268868558020244,0.00355,0.0033857052441108927,0.1754,0.08142218370935528
TOOK,2019,7,8,0.018775,0.015561422079709076,0.0254875,0.004569991403555529,0.19565,0.023809901901759883,0.2236,0.018708745090388692,0.017,0,0.0094375,0.004347146026007014,0.11535,0.02066069422149909
TOOK,2019,8,8,0.0172,0.013944532978913278,0.0478,0.001252198067399884,0.199425,0.025507911937839432,0.196125,0.02070077638295586,NA,NA,0.0092125,0.002316516781722075,0.100775,0.06973360022256128
TOOK,2019,9,3,0.023433333333333334,0.010680979980008077,0.0019333333333333333,0.0011150485789118488,NA,NA,NA,NA,NA,NA,0.005233333333333333,9.504384952922167e-4,0.11708333333333333,0.028756274677595724
TOOK,2019,10,6,0.0464,0.04257705955088961,0.01725,0.006856092181410634,0.25526666666666664,0.0906996067613673,0.2294,0.01454922678357857,NA,NA,0.02305,0.018873950301937323,0.025933333333333333,0.015169003482980243
TOOK,2019,11,4,0.019425,0,0.175775,0,0.144666666666667,0,0.150866666666667,0,NA,NA,0.0024,0,0.22145,0
TOOK,2019,12,1,0.0078,NA,0.0275,NA,0.1814,NA,0.1762,NA,0.0086,NA,5e-4,NA,0.009,NA
TOOK,2020,2,3,0.0380666666666667,0,0.0829333333333333,0,0.304966666666667,0,0.360333333333333,0,0.0169,0,0.008,0,0.017,0
TOOK,2020,3,1,0.0567,NA,0.0333,NA,0.3312,NA,0.3872,NA,0.0318,NA,0.006,NA,0.021,NA
TOOK,2020,6,6,0.03255,0.028461957065528714,0.0015,0.0010158740079360235,0.21781666666666666,0.026828225186669854,0.23538333333333333,0.01819938643654414,0,NA,0.0057,0.0011575836902790225,0.008133333333333333,0.002096346027416912
TOOK,2020,7,4,0.019799999999999998,0.01822173610462699,0.0013,6.867799259345505e-4,0.18580000000000002,0.027764725822525246,0.2227,0.02758586594616887,NA,NA,0.006325,8.499999999999997e-4,0.0072250000000000005,7.228416147400485e-4
TOOK,2020,8,4,0.0204,0.024748737341529166,0.0038,0.006219324722186486,0.2136416666666665,0.0190974571702718,0.2520166666666665,0.026282151386092453,4.5e-4,6.363961030678928e-4,0.00855,0.0040616088766234825,0.009075,0.0011672617529928753
TOOK,2020,9,7,0.0074,0.009274696760541552,0.00114,3.577708763999664e-4,0.20797619047619056,0.015266384207548533,0.23070952380952386,0.03475772610240086,NA,NA,0.0067,0.001176151917625157,0.0078000000000000005,0.0015066519173319367
TOOK,2020,11,1,0.016,NA,0.0093,NA,0.183,NA,0.2375,NA,2e-4,NA,0.0092,NA,0.0056,NA
TOOK,2020,12,1,0.0188,NA,0.0169,NA,0.2484,NA,0.411,NA,1e-4,NA,0.0063,NA,0.0082,NA
TOOK,2021,2,1,0.0393,NA,0.0073,NA,0.2279,NA,0.3531,NA,0,NA,0.0061,NA,0.0102,NA
TOOK,2021,3,3,0.0550333333333333,0,9.6666666666666e-4,0,0.1624,0,0.260333333333333,0,NA,NA,0.0100333333333333,0,0.0086,0
TOOK,2021,4,1,0.0617,NA,0.0016,NA,0.327,NA,0.2871,NA,NA,NA,0.0066,NA,0.0064,NA
TOOK,2021,5,3,0.043366666666666664,0.010431842278971312,0.0084,0.010622617379911601,0.2644666666666667,0.024804099123599172,0.2798333333333333,0.018331484755287373,2e-4,NA,0.008633333333333333,0.003002221399786054,0.013933333333333334,0.006171979693204875
TOOK,2021,6,9,0.02055,0.011078292802980585,0.004744444444444444,0.0033582402799349808,0.17135,0.06687581241162073,0.21486666666666668,0.07761770094508082,2.1666666666666668e-4,1.4719601443879745e-4,0.009722222222222222,0.002378433191082828,0.012455555555555555,0.003523177227699138
TOOK,2021,7,4,0.01065,0.01400488010183117,0.0031,0.0030342489460600734,0.106675,0.010260726095165004,0.14315,0.006706464543011227,1.9999999999999998e-4,1.4142135623730948e-4,0.008425,0.0022005681084665387,0.008175,0.001746186320719146
TOOK,2021,8,4,0.010333333333333333,0.015857595446136633,0.00445,0.00719699011161379,0.130125,0.016342250966946588,0.13555,0.016623377113771636,3e-4,NA,0.00665,5.802298395176402e-4,0.009775,0.001046820583162814
TOOK,2021,9,3,0.009366666666666667,0.012724909953839883,6.000000000000001e-4,4.358898943540673e-4,0.12459999999999999,0.02423282897228468,0.1744,0.02115017730422136,NA,NA,0.006366666666666666,0.0011718930554164633,0.0097,3.6055512754639866e-4
TOOK,2021,10,2,0.0601,0.08273149339882606,0.00125,6.363961030678927e-4,0.18235,0.06682159082212874,0.2137,0.05176021638285529,NA,NA,0.0052499999999999995,7.071067811865494e-5,0.00835,0.0020506096654409876
TOOK,2021,11,1,0.0051,NA,0.0114,NA,0.2567,NA,0.2538,NA,NA,NA,0.0059,NA,0.0337,NA
TOOK,2021,12,1,0.0035,NA,0.0175,NA,0.191,NA,0.2168,NA,NA,NA,0.0078,NA,0.0074,NA
TOOK,2022,1,1,0.0177,NA,0.0172,NA,NA,NA,NA,NA,NA,NA,0.0098,NA,0.0072,NA
TOOK,2022,3,3,0.0407,0,0.0023,0,0.128233333333333,0,0.1868,0,NA,NA,0.0100333333333333,0,0.0081,0
TOOK,2022,5,5,0.0218,0.004338778629983327,0.00942,0.004609446821474351,0.23786,0.08345623403916569,0.39618,0.08647584633873205,7.75e-4,2.217355782608345e-4,0.0098,0.003065126424798821,0.015600000000000001,0.007388504584826351
TOOK,2022,6,11,0.012672727272727273,0.012658739345534445,0.0022727272727272726,9.001010044332905e-4,0.17323636363636363,0.03066829870492567,0.21009090909090908,0.03943831777714295,1.333333333333333e-4,1.5275252316519465e-4,0.005545454545454545,0.0015403659541574114,0.0084,0.003076686529368893
TOOK,2022,7,8,0.007825,0.015150962565680989,0.0015749999999999974,9.963026887543033e-4,0.15186249999999987,0.022413491100971544,0.19075000000000014,0.012867641216485275,2e-4,NA,0.0039625,7.13016729917929e-4,0.005912499999999999,7.924119299118754e-4
TOOK,2022,8,2,0.0144,0.019091883092036785,1e-4,NA,0.14884999999999998,0.03867874093090415,0.18355,0.047446865017617336,2e-4,NA,0.00845,0.0023334523779156065,0.00895,0.001060660171779821
TOOK,2022,9,3,0.015300000000000001,0.019374725804511404,0.0016,0.0012727922061357855,0.08406666666666666,0.022731109373132965,0.20323333333333335,0.03313462438799229,NA,NA,0.006033333333333333,2.0816659994661347e-4,0.007866666666666668,0.0011846237095944577
TOOK,2022,10,2,0.043149999999999994,0.05649783181680514,0.0011,4.242640687119285e-4,0.13305,0.047305443661380044,0.21134999999999998,0.0072831998462214425,NA,NA,0.005050000000000001,7.071067811865494e-5,0.011349999999999999,0.005586143571373724
TOOK,2022,11,1,0.0018,NA,0.0055,NA,0.0912,NA,0.1056,NA,NA,NA,0.0047,NA,0.0114,NA
TOOK,2022,12,1,0.0109,NA,0.0463,NA,0.1265,NA,0.2634,NA,0.0029,NA,0.0094,NA,0.0048,NA
TOOK,2023,2,1,0.0222,NA,0.0154,NA,0.2585,NA,0.2211,NA,6e-4,NA,0.0068,NA,0.0087,NA
TOOK,2023,3,3,0.0329666666666667,0,0.00696666666666667,0,0.2791,0,0.337933333333333,0,0.00133333333333333,0,0.00783333333333333,0,0.00776666666666667,0
TOOK,2023,4,1,0.0401,NA,0.0394,NA,0.2235,NA,0.2311,NA,4e-4,NA,0.0058,NA,0.0055,NA
TOOK,2023,5,5,0.0251,0.0060062467481781,0.012240000000000001,0.008052515135037004,0.2382,0.02524787119739009,0.28326,0.05071600339143455,4.4e-4,3.2863353450309965e-4,0.00918,0.0029295050776539026,0.014839999999999999,0.0060064964829757445
TOOK,2023,6,5,0.01452,0.012896976389836496,0.01124,0.013613339046685057,0.2096,0.03443972996409816,0.24814,0.0389881776952963,0.005025,0.007755589382288536,0.01228,0.007440900483140464,0.00878,0.003633455655433268
TOOK,2023,7,4,0.00625,0.006441790641325334,0.011025,0.008391811485013233,0.223475,0.03125970515962469,0.251775,0.0370928002897238,NA,NA,0.0072499999999999995,0.0012999999999999997,0.007,0.0014583095236151574
TOOK,2023,8,4,0.014025,0.01838973898672844,0.007175,0.008889835019091562,0.1918,0.007544092611662015,0.244675,0.011711070261366658,2e-4,NA,0.007050000000000001,8.736894948054106e-4,0.0081,0.0013784048752090222
TOOK,2023,9,3,0.032999999999999995,0.03672070260765717,0.004966666666666667,0.002386070689089771,0.17379999999999998,0.027473077730753068,0.22866666666666666,0.044231361423014474,1.9999999999999998e-4,1.4142135623730948e-4,0.0043,1.0000000000000026e-4,0.006966666666666667,4.932882862316246e-4
TOOK,2023,10,3,0.0488,0.05735913179259255,0.008833333333333332,0.0061581923754729625,0.20433333333333334,0.08012654574692042,0.2935,0.10482618947572214,7.999999999999999e-4,7.071067811865475e-4,0.005033333333333333,0.0014047538337136982,0.0066,0.001562049935181331
TOOK,2024,1,1,0.0273,NA,0.0157,NA,0.15,NA,0.25,NA,3e-4,NA,0.008,NA,0.0094,NA
TOOK,2024,2,1,0.0529,NA,0.075,NA,0.31,NA,0.25,NA,4e-4,NA,0.0118,NA,0.014,NA
TOOK,2024,3,1,0.0602,NA,0.0158,NA,0.28,NA,0.24,NA,7e-4,NA,0.0143,NA,0.0139,NA
TOOK,2024,4,3,0.0622666666666667,0,0.0305333333333333,0,0.29,0,0.256666666666667,0,6.3333333333333e-4,0,0.0133333333333333,0,0.0144333333333333,0
TOOK,2024,5,5,0.04196,0.022191056757171347,0.016059999999999998,0.010743742364744232,0.226,0.04929503017546495,0.296,0.029664793948382655,5.4e-4,4.33589667773576e-4,0.00936,0.0036094320882931155,0.01758,0.008130621132484283
TOOK,2024,6,7,0.03231428571428571,0.009572952970292321,0.005728571428571428,0.00298870891061357,0.15,0.06557438524302,0.2342857142857143,0.020701966780270625,3.9999999999999996e-4,2.6457513110645904e-4,0.005742857142857143,0.0018044917501031908,0.007585714285714286,0.0031205921294035275
TOOK,2024,7,7,0.011899999999999999,0.014273285069200664,0.0029714285714285715,0.0012944938337876646,0.13285714285714287,0.08459989868281674,0.2042857142857143,0.027602622373694166,2.5e-4,2.1213203435596428e-4,0.004214285714285714,8.571825387640047e-4,0.005685714285714285,0.0013296974235122959
TOOK,2024,8,4,0.0159,0.01668392439845414,0.0064,0.00862206471791995,0.175,0.020816659994661334,0.18,0.02449489742783178,3e-4,NA,0.005625,0.0010904891868637058,0.0079,0.0011690451944500117
TOOK,2024,9,3,0.011066666666666666,0.013373231970370264,0.0013,1.0000000000000005e-4,0.17333333333333334,0.023094010767585032,0.19333333333333333,0.025166114784235825,3.333333333333333e-4,1.5275252316519468e-4,0.0051333333333333335,8.504900548115382e-4,0.006466666666666667,6.110100926607789e-4
TOOK,2024,10,2,0.054349999999999996,0.058901994872839404,0.00345,0.0013435028842544404,0.215,0.04949747468305833,0.28,0.028284271247461888,7e-4,NA,0.00295,7.071067811865494e-5,0.00595,2.121320343559648e-4
TOOK,2024,11,1,0.011,NA,0.0106,NA,0.21,NA,0.21,NA,5e-4,NA,0.0034,NA,0.0076,NA
TOOK,2024,12,1,0.0104,NA,0.0202,NA,0.18,NA,0.22,NA,NA,NA,0.006,NA,0.0059,NA
TOOK,2025,2,1,0.02,NA,0.0138,NA,0.22,NA,0.25,NA,NA,NA,0.0043,NA,0.0064,NA
TOOK,2025,3,4,0.054975000000000024,0.0020166666666666527,0.0106,0.005399999999999999,0.2550000000000002,0.0033333333333334936,0.295,0.03,6.749999999999974e-4,4.8333333333333496e-4,0.005525,2.499999999999998e-4,0.006024999999999997,2.1666666666666492e-4
TOOK,2025,5,3,0.06063333333333333,0.0015044378795195659,0.004966666666666667,0.0029297326385411574,0.32,0.08185352771872449,0.28,0.0360555127546399,0.0024333333333333334,7.571877794400365e-4,0.0083,0.007621679604916492,0.008833333333333334,0.003650114153466071
TOOK,2025,6,4,0.071925,0.03290809171009464,0.01,0.0022015146301277823,0.3275,0.034034296427770214,0.3075,0.020615528128088322,0.0025,0.00045460605656619517,0.008725,0.0018463928798245152,0.011975,0.0027341970180170517
TOOK,2025,7,8,0.0425125,0.02688358168633254,0.0184375,0.015062245848478241,0.20125,0.024164614034338956,0.20375,0.024458419526091336,4.3749999999999995e-4,1.302470180629319e-4,0.00795,0.008954966698510305,0.0054375,0.0011648881000827012
TOOK,2025,8,4,0.0183,0.02099253835691784,0.00615,0.002572288216096063,0.195,0.02380476142847616,0.19,0.03366501646120694,5.75e-4,9.574271077563379e-5,0.00455,8.020806277010642e-4,0.00515,4.358898943540672e-4
TOOK,2025,9,3,0.024233333333333332,0.012176343183950316,0.013000000000000001,0.017534822496963007,0.22666666666666666,0.02600429451712414,0.20333333333333334,0.012050864422660035,0.0010333333333333334,1.154700538379252e-4,0.0041333333333333335,5.131601439446884e-4,0.005366666666666666,9.865765724632494e-4
TOOK,2025,10,3,0.042866666666666664,0.05044049299256831,0.004,0.0011000000000000003,0.25666666666666665,0.055075705472861024,0.24666666666666667,0.032145502536643195,5e-4,2e-4,0.0024666666666666665,1.5275252316519463e-4,0.010133333333333334,0.006576726642740546
TOOK,2025,11,1,0.0184,NA,0.007,NA,0.22,NA,0.22,NA,3e-4,NA,0.0031,NA,0.0067,NA
TOOK,2025,12,1,0.0227,NA,0.0123,NA,0.27,NA,0.24,NA,0.0014,NA,0.0044,NA,0.0099,NA
