SpecCode,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AirBreathingRef,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,VulnerabilityClimate,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,sci_name
3382,Micropterus,dolomieu,86798,"Lacepède, 1802",Smallmouth bass,Midol_u1.jpg,Midol_m2.jpg,NA,NA,302,NA,4289,NA,fusiform / normal,O,NA,NA,0,1,0,0,benthopelagic,WaterAssumed,NA,NA,NA,1,7,120820,NA,NA,NA,26,46974,11,273,49.1,NA,69,TL,NA,NA,86798,8,TL,NA,NA,3549,5410,NA,4699,MIDOL_U0,NA,NA,NA,1998,commercial,unknown,NA,NA,NA,NA, , ,0,0,0,0,0,0,1,0,1,1,never/rarely, ,NA,never/rarely,NA,public aquariums,based mainly on capture,9183,1,4699,potential pest,NA,no special ability,NA,NA,1,"Inhabits shallow rocky areas of lakes and clear and gravel-bottom runs and flowing pools of  rivers (Ref. 86798).  Young feed on plankton and immature aquatic insects while adults take in crayfish, fishes, and aquatic and terrestrial insects (Refs. 1998, 10294, 44091). Is sometimes cannibalistic (Ref. 30578).  Preyed upon by fishes and turtles (Ref. 1998).  Builds nest, usually at three or four feet deep (Ref. 120821).  Excellent food fish (Ref. 1998).",NA,0.5001000165939331,0,1,1991-05-01T00:00:00Z,10,2019-08-17T00:00:00Z,113,1996-01-25T00:00:00Z,NA,Micropterus dolomieu
276,Notemigonus,crysoleucas,86798,"(Mitchill, 1814)",Golden shiner,Nocry_u0.jpg,NA,NA,NA,756,Leuciscinae,185,NA,fusiform / normal,O,NA,NA,0,1,1,0,demersal,WaterAssumed,NA,NA,NA,10,NA,NA,NA,NA,NA,9,72462,10,273,31.25,NA,32,TL,NA,NA,86798,14.350000381469727,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,8984,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,12108,usually,NA,public aquariums,NA,273,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits vegetated lakes, ponds, swamps, backwaters and pools of creeks and small to medium rivers (Ref. 86798). Can tolerate low oxygen levels, high turbidity and high temperature; omnivorous but principally feed on plankton, insects and mollusks (Ref. 27549).",NA,1,0,2,1990-10-17T00:00:00Z,2291,2015-02-06T00:00:00Z,97,2005-06-23T00:00:00Z,NA,Notemigonus crysoleucas
2824,Notropis,atherinoides,3814,"Rafinesque, 1818",Emerald shiner,Noath_u1.jpg,NA,NA,NA,756,Pogonichthyinae,10265,NA,elongated,O,NA,NA,0,1,0,0,benthopelagic,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12193,NA,NA,15.41,NA,13,TL,NA,NA,5723,8.550000190734863,TL,NA,NA,12193,NA,NA,NA,NOATH_U0,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,usually,1998,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Adults inhabit lakes and pools and runs of medium to large rivers.  Most common in clear water over sand or gravel.  Form schools (Ref. 1998).  Move to the surface at dusk to feed on microcrustaceans, midge larvae, and algae; descends to deeper waters at daybreak (Ref. 1998).  Are preyed upon by birds (gulls, terns, mergansers, cormorants) and fishes (Ref. 1998).  Oviparous (Ref. 205).",NA,0.5,0,1,1991-05-01T00:00:00Z,65,2013-07-18T00:00:00Z,113,1996-01-25T00:00:00Z,NA,Notropis atherinoides
2905,Notropis,stramineus,3814,"(Cope, 1865)",Sand shiner,Nostr_u0.jpg,NA,NA,NA,756,Pogonichthyinae,10265,NA,fusiform / normal,O,NA,NA,0,1,0,0,benthopelagic,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12193,NA,NA,10,NA,8.199999809265137,TL,NA,NA,10294,4.400000095367432,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits sand and gravel runs and pools of creeks and small to large rivers (Ref. 3814, 10294).  Also occurs in sandy margins of lakes.  Usually found in clear creeks and small rivers and rarely in upland areas (Ref. 3814).  Feeds on detritus, and small benthic and drifting invertebrates dominated by midge larvae and small mayfly nymphs (Ref. 10294).",NA,0.5,0,1,1991-05-01T00:00:00Z,65,2014-01-27T00:00:00Z,10,1994-05-19T00:00:00Z,NA,Notropis stramineus
2913,Notropis,volucellus,5723,"(Cope, 1865)",Mimic shiner,Novol_u0.jpg,NA,NA,NA,756,Pogonichthyinae,10265,NA,fusiform / normal,O,NA,NA,0,1,0,0,benthopelagic,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12193,NA,NA,10,NA,7.599999904632568,TL,NA,NA,5723,5.699999809265137,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits sandy pools of headwaters, creeks and small to large rivers.  Also occurs in quiet areas of lakes (Ref. 5723, 10294).  Feeds on microcrustacea, midge larvae and pupae, and some terrestrial insects (Ref. 10294).  Very similar to <i>Notropis cahabae</i> (Ref. 5723).",NA,0.5,0,1,1991-05-01T00:00:00Z,65,2014-01-27T00:00:00Z,10,1994-05-23T00:00:00Z,NA,Notropis volucellus
3030,Noturus,exilis,5723,"Nelson, 1876",Slender madtom,Noexi_u3.jpg,NA,NA,NA,129,NA,1244,NA,elongated,O,NA,NA,0,1,0,0,demersal,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12193,NA,NA,10,NA,15,TL,NA,NA,5723,10.149999618530273,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits rocky riffles, runs, and flowing pools of clear creeks and small rivers.  Rarely found in springs and along wave-swept margins of large impoundments (Ref. 5723, 10294).  Feeds on aquatic insect immatures (midges, mayflies, caddisflies) and small crustacea (isopods, amphipods, copepods) (Ref. 10294).",NA,0.5,0,1,1991-05-01T00:00:00Z,1472,2007-11-12T00:00:00Z,10,1994-05-26T00:00:00Z,NA,Noturus exilis
3044,Noturus,nocturnus,5723,"Jordan & Gilbert, 1886",Freckled madtom,Nonoc_m0.jpg,NA,NA,NA,129,NA,1244,NA,elongated,O,NA,NA,0,1,0,0,demersal,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12193,NA,NA,10,NA,15,TL,NA,NA,5723,4.550000190734863,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,NA,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits sand-gravel riffles and runs near debris and among tree roots along undercut banks in creeks to large rivers (Ref. 5723, 10294).  Feeds on aquatic insect immatures dominated by mayflies, caddisflies, midges, and blackflies (Ref. 10294).",NA,0.5,0,1,1991-05-01T00:00:00Z,1472,2007-11-13T00:00:00Z,10,1994-05-26T00:00:00Z,NA,Noturus nocturnus
359,Perca,flavescens,86798,"(Mitchill, 1814)",American yellow perch,Pefla_m0.jpg,Pefla_m0.jpg,NA,NA,306,Percinae,5278,NA,fusiform / normal,O,NA,NA,0,1,1,0,benthopelagic,WaterAssumed,NA,NA,NA,0,56,11004,NA,9,1998,11,12193,12,273,30.83,NA,50,TL,NA,NA,9988,19.100000381469727,TL,NA,NA,12193,1910,NA,40637,PEFLA_U1,NA,NA,NA,4931,commercial,unknown,NA,NA,"from 1,000 to 10,000",NA,seines,NA,0,1,0,0,0,0,0,0,1,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9183,1,4699,harmless,57406,no special ability,NA,NA,1,"Inhabits lakes, ponds, pools of creeks, and rivers.  Also found in brackish water and in salt lakes.  Most commonly found in clear water near vegetation; tends to shoal near the shore during spring (Ref. 9988, 10294).  Feeds on immature insects, larger invertebrates, fishes and fish eggs during the day.  Preyed upon by fishes and birds (Ref. 1998).  Spawns between February and July in the northern hemisphere and between August and October in the southern hemisphere (Ref. 10999).  Neither anterolateral glandular groove nor venom gland is present (Ref. 57406).  Marketed fresh or frozen; eaten pan-fried, broiled or baked (Ref. 9988).",NA,0.625,0,2,1990-10-17T00:00:00Z,10,2020-01-24T00:00:00Z,113,1996-02-07T00:00:00Z,NA,Perca flavescens
2923,Phenacobius,mirabilis,86798,"(Girard, 1856)",Suckermouth minnow,Phmir_u0.jpg,NA,NA,NA,756,Pogonichthyinae,1880,NA,elongated,O,NA,NA,0,1,0,0,demersal,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12193,NA,NA,10,NA,12,TL,NA,NA,86798,4.550000190734863,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits gravel and rubble riffles and runs of clear to turbid creeks and small to medium, sometimes large rivers (Ref. 5723, 10294).  Feeds on insect larvae (Ref. 79012).",NA,0.5311999917030334,0,1,1991-05-01T00:00:00Z,10,2016-06-30T00:00:00Z,10,1994-05-13T00:00:00Z,NA,Phenacobius mirabilis
2931,Pimephales,notatus,3814,"(Rafinesque, 1820)",Bluntnose minnow,Pinot_u0.jpg,NA,NA,NA,756,Pogonichthyinae,4363,NA,elongated,O,NA,NA,0,1,0,0,demersal,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12193,NA,NA,10,NA,11,TL,NA,NA,5723,6.5,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Occurs almost anywhere in its range but most common in clear rocky streams (Ref. 3814, 10294); also inhabits large rivers, reservoirs and glacial lakes to the north.  Feeds on algae, detritus, entomostraca, and immature insects, especially midge larvae and pupae (Ref. 10294).",NA,0.5625,0,1,1991-05-01T00:00:00Z,1472,2007-10-30T00:00:00Z,10,1994-05-17T00:00:00Z,NA,Pimephales notatus
2934,Pimephales,vigilax,5723,"(Baird & Girard, 1853)",Bullhead minnow,Pivig_u2.jpg,NA,NA,NA,756,Pogonichthyinae,4363,NA,elongated,O,NA,NA,0,1,0,0,demersal,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9.199999809265137,TL,NA,NA,10294,5.699999809265137,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Occurs in quiet pools and runs over sand, silt, or gravel, in small to large rivers.  Most common in medium-sized rivers (Ref. 5723, 10294).  Feeds on insect immatures (Ref. 10294).",NA,0.5625,0,1,1991-05-01T00:00:00Z,1472,2007-10-30T00:00:00Z,10,1994-05-17T00:00:00Z,NA,Pimephales vigilax
3388,Pomoxis,nigromaculatus,86798,"(Lesueur, 1829)",Black crappie,Ponig_u6.jpg,NA,NA,NA,302,NA,3119,NA,short and / or deep,O,NA,NA,0,1,0,0,benthopelagic,WaterAssumed,NA,NA,NA,0,NA,1998,NA,NA,NA,15,46974,12,273,52.67,NA,49,TL,NA,NA,86798,27.5,TL,NA,NA,12193,2720,NA,40637,NA,NA,NA,NA,1998,commercial,unknown,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9183,1,4699,harmless,NA,no special ability,NA,NA,1,"Inhabits lakes, ponds, sloughs, and backwaters and pools of streams (Ref. 1998, 10294).  Usually occurs among vegetation over mud or sand, most common in clear water (Ref. 86798).  Forms schools (Ref. 1998).  Feeds early in the morning, from midnight to 2 am (Ref. 1998).  Individuals up to 16 cm feed on planktonic crustaceans and free-swimming, nocturnal, and dipterous larvae; larger individuals feed on small fishes (Ref. 1998, 10294).  May be preyed upon by other fishes (Ref. 1998).",NA,0.75,0,1,1991-05-01T00:00:00Z,10,2019-08-18T00:00:00Z,113,1996-01-19T00:00:00Z,NA,Pomoxis nigromaculatus
2952,Semotilus,atromaculatus,86798,"(Mitchill, 1818)",Creek chub,Seatr_m0.jpg,NA,NA,NA,756,Plagopterinae,5985,NA,elongated,O,NA,NA,0,1,0,0,demersal,WaterAssumed,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12193,NA,NA,34.32,NA,30.299999237060547,TL,NA,NA,10294,19.100000381469727,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,"Inhabits rocky and sandy pools of headwaters, creeks and small rivers (Ref. 5723, 86798).  Mostly found in tiny, intermittent streams.  Young feed on small aquatic invertebrates while adults consume small fish, crayfish and other large invertebrates (Ref. 10294).  One of the most common fishes in eastern North America (Ref. 86798).",NA,0.5625,0,1,1991-05-01T00:00:00Z,10,2015-09-18T00:00:00Z,10,1994-05-12T00:00:00Z,NA,Semotilus atromaculatus
2707,Umbra,limi,5723,"(Kirtland, 1840)",Central mudminnow,Umlim_u1.jpg,NA,NA,NA,75,NA,4479,NA,elongated,O,NA,NA,0,1,0,0,demersal,Facultative,126274,NA,NA,NA,NA,NA,NA,NA,NA,4,12193,NA,NA,12.52,NA,14,TL,NA,NA,5723,8.149999618530273,TL,NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,based mainly on capture,1672,0,NA,harmless,NA,no special ability,NA,NA,1,"Occurs in quiet areas of streams, sloughs, swamps and other wetlands over mud and debris (Ref. 5723, 10294).  Often found in dense vegetation.  Tolerates drought, low oxygen levels and extremes water temperature (Ref. 5723).  Feeds on aquatic insects, amphipods, isopods, and snails (Ref. 10294).",NA,0.6328999996185303,0,1,1991-05-01T00:00:00Z,1472,2015-06-09T00:00:00Z,10,1994-05-11T00:00:00Z,NA,Umbra limi
