siteID,year,month,temp_mean_monthly,temp_sd_monthly,temp_max_monthly,temp_min_monthly,n_days_monthly
SUGG,2021,11,18.93523113691246,1.6359062830399236,24.35,15.6,30
SUGG,2021,12,18.94935835222687,1.621541880233854,22.78,15.24,31
SUGG,2022,1,15.964470550722492,3.0371701388512427,22.85,11.36,26
SUGG,2022,2,17.424765264937037,3.4139603241813883,26.26,11.34,28
SUGG,2022,3,21.47444741682654,1.462894673757899,29,17.54,31
SUGG,2022,4,24.60296843140336,1.552386861846688,30.78,21.13,30
SUGG,2022,5,28.28559622482002,1.588388070808089,34.79,24.54,31
SUGG,2022,6,30.8700931342306,0.9372081788083239,35.87,27.93,30
SUGG,2022,7,31.353551906555182,0.8529353964712383,35.9,29.12,31
SUGG,2022,8,31.21475267965934,0.7754686037879356,35.84,28.98,31
SUGG,2022,9,29.151325537702423,1.7749810835661817,35.53,22.01,30
SUGG,2022,10,24.135007918484828,1.7293441190514396,29.2,19.88,31
SUGG,2022,11,21.326230652454775,2.669461743460045,28.85,16.01,30
SUGG,2022,12,17.698567364062217,3.534185950087104,25.09,10.21,31
SUGG,2023,1,16.37721124389515,1.3500900991694529,20.78,12.63,31
SUGG,2023,2,20.2396745100986,2.092605211738841,27.36,10.56,28
SUGG,2023,3,22.83349490307436,2.0060330048985557,28.85,17.94,31
SUGG,2023,4,24.92457861188751,1.495415955908882,31.54,21.46,30
SUGG,2023,5,27.27225787991113,1.631817473384069,34.53,23.98,31
SUGG,2023,6,29.115324526512765,1.4870556016829592,34.4,26.34,30
SUGG,2023,7,31.68072851343352,0.9749497513825109,35.86,29.21,31
SUGG,2023,8,31.763975479261852,1.1765959249025213,35.68,28.84,31
SUGG,2023,9,29.50717445710593,1.2964011727495648,35.69,25.9,30
SUGG,2023,10,24.753568096986786,1.4449350615359033,29.94,21.9,31
SUGG,2023,11,20.67727404910044,1.9253521234543893,26.64,15.67,25
SUGG,2023,12,16.83858093892788,1.4252284215321576,21.35,14.25,31
SUGG,2024,1,15.127633994042974,2.022944324812337,21.51,11.39,30
SUGG,2024,2,16.964006186408465,1.0328817013753688,20.07,14.64,26
SUGG,2024,3,21.881123154698503,1.2972456729848434,27.95,18.29,31
SUGG,2024,4,24.389434154620766,2.0149947140422513,31.9,20.87,30
SUGG,2024,5,29.040641343813856,1.523609598595873,34.86,24.48,31
SUGG,2024,6,30.476606367242045,1.2441489632931728,34.91,27.03,30
SUGG,2024,7,31.4673103119266,0.6070589981847558,35.75,28.98,31
SUGG,2024,8,30.853104342262505,1.2574257957664712,35.23,26.7,31
SUGG,2024,9,29.3707433454719,1.2080471752914872,35.35,27.03,20
SUGG,2024,10,25.086798786612594,2.5281503632048663,32.1,20.91,31
SUGG,2024,11,22.700408540916655,2.7599592736325067,28.3,17.27,24
